027,3,1,111,9,5,6,0,3,5,1,1,1,1,1,0,0,11,0,0,0,0,1,0,0,1,1,0,15,11
028,4,4,274,7,3,5,0,2,3,1,1,0,1,0,0,0,11,0,0,0,0,1,0,0,0,0,0,11,12
029,5,1,678,35,10,3,0,0,3,1,0,1,0,1,0,0,11,0,0,0,1,14,0,0,1,1,0,13,11
030,4,2,28,4,10,5,0,0,3,1,1,0,0,1,0,0,11,1,0,1,0,3,0,0,0,0,0,15,15
031,4,1,474,8,3,1,3,0,3,1,1,0,1,0,0,0,14,0,0,0,0,1,0,0,0,0,0,12,14
032,1,4,9976,24,1,1,2,0,2,1,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,1,0,11,11
033,4,4,4,0,6,0,1,2,5,1,1,0,1,0,1,1,14,0,0,0,0,1,0,0,0,1,0,11,12
034,1,4,0,0,1,1,0,0,6,1,1,1,1,1,0,1,13,1,1,1,1,4,0,0,1,1,1,15,13
035,4,1,623,2,10,5,1,0,5,1,1,1,1,1,0,0,14,0,0,0,0,1,0,0,0,0,0,13,14
036,4,1,1284,4,3,5,3,0,3,1,0,1,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,13,11
037,2,3,757,11,2,0,0,2,3,1,0,1,0,1,0,0,11,0,0,0,1,1,0,0,0,0,0,13,11
038,5,1,9561,1008,7,6,0,0,2,1,0,0,1,0,0,0,11,0,0,0,0,5,0,0,0,0,0,11,11
039,2,4,1139,28,2,0,0,3,3,1,0,1,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,14,11
040,4,2,2,0,3,2,0,0,2,0,1,0,0,1,0,0,12,0,0,0,0,4,1,0,0,0,0,12,12
041,4,2,342,2,10,5,0,0,3,1,1,0,1,0,0,0,11,0,0,0,0,1,0,0,1,1,0,11,11
042,6,3,0,0,1,1,0,0,4,1,0,1,0,1,0,0,13,1,1,1,1,15,0,0,0,0,0,15,13
043,1,4,51,2,2,0,0,5,3,1,0,1,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,13,13
044,1,4,115,10,2,6,0,5,3,1,0,1,0,1,0,0,13,0,0,0,0,1,0,1,0,0,0,13,13
045,3,1,9,1,6,1,0,0,3,0,1,0,1,1,0,0,15,0,0,0,0,0,0,0,1,1,0,15,15
046,3,1,128,15,5,6,0,0,3,1,0,1,0,1,0,0,15,0,0,0,0,0,0,1,0,0,0,15,11
047,3,1,43,5,6,1,0,0,2,1,0,0,0,1,0,0,11,0,1,0,0,0,0,0,0,0,0,11,11
048,4,1,22,0,3,2,0,0,4,1,1,1,0,1,0,0,13,0,0,0,0,1,0,1,0,0,0,15,12
049,1,4,0,0,1,1,0,0,6,1,1,1,1,1,1,0,12,1,0,0,0,10,0,0,0,1,0,12,12
050,1,4,49,6,2,0,0,0,3,1,0,1,0,1,0,0,13,0,1,0,0,0,0,0,0,0,0,13,13
051,2,3,284,8,2,0,0,3,3,1,0,1,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,14,11
052,4,1,1001,47,8,2,0,3,4,1,0,0,1,1,1,0,16,0,0,0,0,0,0,0,0,1,1,11,16
053,1,4,21,5,2,0,0,3,2,0,0,1,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,13,13
054,4,1,28,0,10,5,0,3,4,1,1,1,0,1,0,0,12,0,0,0,0,0,0,1,0,0,0,12,11
055,4,1,1222,31,10,1,0,3,3,1,1,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12,11
056,3,4,1,0,6,1,0,0,3,1,0,1,0,1,0,0,15,0,1,0,0,0,0,0,0,0,0,15,15
057,2,3,12,0,1,1,0,0,6,1,1,1,1,1,0,0,13,1,1,1,1,0,0,0,1,1,1,15,13
058,6,2,18,1,1,1,0,0,7,1,1,1,1,1,0,1,13,0,2,1,1,0,0,0,1,1,0,15,13
059,3,1,337,5,9,1,0,0,2,0,0,1,0,1,0,0,15,0,1,0,0,0,0,0,0,0,0,15,15
060,3,1,547,54,3,0,3,0,3,1,0,1,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,13,11
061,2,4,91,0,3,0,3,0,3,1,0,1,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,13,11
062,6,3,4,0,3,0,0,3,5,1,0,1,1,1,1,0,11,1,0,0,0,1,0,0,1,0,0,11,11
063,4,2,268,1,10,5,0,3,3,0,1,1,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12,13
064,4,4,10,1,1,5,0,5,4,1,1,1,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,11,12
065,3,1,108,17,4,6,0,3,3,1,0,0,1,0,1,0,14,0,0,0,0,0,0,0,1,0,0,16,14
066,3,1,249,61,4,1,0,3,3,1,0,0,1,0,1,0,16,0,0,0,0,0,0,0,0,0,0,16,14
067,4,4,239,14,1,5,0,3,4,1,1,0,1,0,1,0,11,0,0,0,0,1,0,0,0,0,0,11,12
068,3,4,0,0,1,1,0,1,3,1,0,0,1,1,0,0,15,0,0,0,0,0,0,0,1,0,0,15,11
069,3,1,132,10,6,1,0,9,2,0,0,1,0,1,0,0,13,0,1,0,1,0,0,0,0,0,0,13,13
070,1,4,2176,0,6,1,0,0,2,1,0,0,0,1,0,0,15,1,0,0,0,0,0,0,0,0,0,15,11
071,1,4,0,0,1,1,0,0,3,1,1,0,1,0,0,0,14,1,0,0,0,7,0,1,0,1,0,11,11
072,6,1,0,0,1,1,0,0,7,1,1,1,1,1,0,1,13,0,0,0,0,0,0,0,1,1,1,11,11
073,1,4,109,8,2,0,3,0,2,0,0,1,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,13,13
074,4,4,246,6,3,2,3,0,3,1,1,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,11,12
075,4,4,36,1,6,5,1,2,4,1,1,0,1,0,1,0,14,0,0,0,0,1,0,0,0,0,0,11,12
076,2,4,215,1,1,4,0,0,5,1,1,0,1,1,1,0,12,0,0,0,0,0,0,1,0,0,0,16,12
077,1,4,28,6,3,0,2,0,2,1,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,16,11
078,1,4,112,4,2,0,0,3,2,0,0,1,0,1,0,0,13,0,0,0,0,5,0,0,0,0,0,13,13
079,5,1,1,5,7,3,0,0,6,1,1,1,1,1,0,1,13,1,1,1,1,0,0,0,1,1,1,15,13
080,3,1,93,11,9,6,0,3,3,1,1,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,11,12
081,3,4,103,0,6,1,0,0,3,1,0,1,0,1,0,0,13,0,1,0,0,0,0,0,0,0,0,13,13
082,5,1,3268,684,6,4,0,3,4,0,1,1,0,1,0,1,17,1,0,0,0,0,0,0,1,0,0,17,12
083,6,2,1904,157,10,2,0,2,2,1,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,11,15
084,5,1,1648,39,6,2,0,3,3,1,1,0,0,1,0,0,11,0,0,0,0,0,0,0,1,0,1,12,11
085,5,1,435,14,8,2,0,3,4,1,1,0,0,1,1,0,11,0,0,0,0,3,0,0,0,0,0,11,16
086,3,4,70,3,1,0,3,0,3,0,1,0,0,1,0,1,15,0,0,0,0,0,0,0,0,0,0,12,17
087,5,1,21,4,10,7,0,2,2,0,0,1,0,1,0,0,15,0,0,0,0,1,0,0,0,0,0,13,13
088,3,1,301,57,6,0,3,0,3,1,1,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,12,11
089,4,4,323,7,3,5,3,0,3,1,1,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,11,12
090,1,4,11,2,1,1,0,0,3,0,1,0,1,0,1,0,12,0,0,1,0,0,0,1,0,0,0,14,14
091,5,1,372,118,9,7,0,0,2,1,0,0,0,1,0,0,15,1,0,0,0,1,0,0,0,0,0,15,15
092,5,1,98,2,8,2,0,3,4,1,1,0,0,1,1,0,16,0,0,0,0,1,0,1,0,0,0,16,12
093,5,1,181,6,10,3,0,0,2,1,0,0,1,0,0,0,11,0,0,0,0,0,0,0,1,0,0,11,11
094,4,1,583,17,10,5,0,5,4,1,1,0,0,1,1,0,11,1,0,0,0,0,0,0,1,0,0,16,12
095,6,1,0,0,1,1,0,0,4,1,0,1,1,1,0,0,11,0,0,0,0,1,0,0,1,1,0,11,13
096,5,1,18,2,8,2,0,3,4,1,1,0,0,1,1,0,12,0,0,0,0,0,0,0,0,0,0,12,11
097,5,1,236,3,10,6,0,3,3,1,0,1,0,1,0,0,11,1,0,0,0,0,0,0,0,0,0,11,11
098,5,1,10,3,8,2,0,2,4,1,1,0,0,1,0,1,11,0,0,0,0,0,0,0,0,1,0,11,11
099,4,2,30,1,10,5,2,0,4,1,1,1,0,1,0,0,13,0,0,0,0,0,0,0,1,0,0,12,13
100,4,4,111,1,10,5,0,11,3,1,0,1,0,1,0,0,11,0,0,0,1,1,0,0,0,0,0,13,11
101,4,1,1760,3,8,2,0,0,1,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12,12
102,3,1,0,0,4,0,0,2,3,1,0,1,1,0,0,0,11,0,0,0,0,0,0,0,1,0,0,13,11
103,3,1,3,0,4,0,0,3,3,1,0,1,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,11,13
104,4,2,587,9,10,1,1,2,3,1,1,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,15,12
105,4,2,118,6,10,5,0,3,3,1,1,0,0,0,1,0,11,0,0,0,0,1,0,0,0,0,0,16,12
106,5,1,333,13,10,2,0,14,4,1,0,1,1,1,0,0,11,0,0,0,1,1,1,0,0,0,0,13,15
107,5,1,0,0,10,2,0,0,3,1,1,0,0,1,0,0,11,0,0,0,0,0,1,0,0,0,0,11,11
108,4,4,1240,7,3,2,3,0,3,1,1,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,12,11
109,3,1,0,0,10,0,2,0,3,1,0,0,0,1,1,0,11,0,1,0,0,0,0,0,1,0,0,15,11
110,6,1,0,0,10,1,0,0,3,0,0,1,0,1,0,0,13,0,0,0,0,1,0,0,1,0,0,13,13
111,4,4,1031,2,8,2,0,0,2,0,1,0,1,0,0,0,12,0,0,0,0,1,1,0,0,0,0,12,12
112,4,2,2,1,1,4,0,4,4,1,1,1,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,11,12
113,1,4,1973,77,2,0,3,0,4,1,1,0,0,1,0,1,12,0,0,0,0,0,0,0,0,1,0,12,11
114,6,1,1,0,10,1,0,0,2,0,0,1,0,1,0,0,13,0,0,0,0,4,0,0,0,0,0,13,13
115,3,1,0,0,3,0,0,2,2,1,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,11,15
116,5,1,1566,2,10,6,3,0,3,1,0,1,1,0,0,0,11,2,0,0,0,1,1,1,1,0,0,11,11
117,1,4,0,0,1,1,0,0,7,1,1,1,1,1,1,0,13,0,2,1,1,0,0,0,1,1,0,15,13
118,4,4,447,20,8,2,0,0,2,1,1,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,11,11
119,4,2,783,12,10,5,0,5,5,1,1,0,1,1,1,0,14,0,0,0,0,1,0,1,1,0,0,12,14
120,6,2,0,0,10,1,0,3,3,0,0,1,1,1,0,0,13,0,0,0,0,1,0,0,0,0,0,13,13
121,5,1,140,16,10,4,0,0,3,0,0,1,0,1,0,1,18,0,0,0,0,2,1,0,0,0,0,13,13
122,3,1,41,14,6,1,0,3,3,1,0,1,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,11,13
123,1,4,0,0,6,1,0,1,3,1,0,1,0,1,0,0,15,0,0,0,0,6,0,0,0,0,0,15,15
124,6,2,268,2,1,1,0,0,3,1,0,1,0,1,0,0,13,0,1,1,1,4,0,0,0,0,0,15,13
125,1,4,128,3,2,0,0,3,2,0,0,1,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,13,13
126,4,1,1267,5,3,2,0,3,3,0,1,0,0,1,0,1,17,1,0,0,0,0,0,0,0,0,0,17,12
127,4,1,925,56,10,2,3,0,2,0,1,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,12,12
128,6,3,0,0,1,1,0,0,4,1,0,1,1,1,0,0,14,1,1,1,1,5,0,0,0,0,0,15,14
129,5,1,121,18,10,6,0,5,3,1,0,1,0,1,0,0,13,1,0,0,0,1,0,0,0,0,0,13,13
130,5,1,195,9,8,2,0,3,4,1,1,0,0,1,1,0,11,0,0,0,0,1,0,0,0,0,0,11,16
131,3,1,324,4,6,1,0,0,3,1,0,1,0,1,0,0,11,0,1,0,0,0,0,0,0,0,0,11,11
132,5,1,212,1,8,2,0,2,3,1,1,0,0,1,0,0,11,0,0,0,0,0,0,0,1,0,0,11,12
133,5,1,804,84,6,2,1,0,2,0,1,0,0,1,0,0,12,0,0,0,0,1,1,0,0,0,0,15,12
134,2,4,76,2,2,0,0,0,3,1,0,1,0,1,0,0,11,0,0,0,4,2,0,0,0,0,0,15,15
135,6,2,463,3,1,5,0,0,4,1,0,0,1,1,1,0,16,0,0,0,0,5,0,1,0,1,0,11,16
136,2,3,407,3,2,0,0,3,6,1,1,1,1,1,1,0,11,1,0,0,0,1,0,0,1,1,1,11,13
137,2,3,1285,14,2,0,3,0,2,1,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,11,11
138,6,1,300,48,10,0,0,0,4,1,0,1,1,1,0,0,13,0,0,0,0,4,0,1,0,0,0,13,11
139,3,1,313,36,5,6,0,2,2,1,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,15,11
140,3,4,92,10,6,0,0,0,5,1,1,1,1,1,0,0,11,1,0,0,0,0,0,0,1,0,0,12,11
141,1,4,9,3,2,0,0,5,3,1,0,1,0,1,0,0,11,0,0,0,0,1,0,1,0,0,0,11,11
142,5,1,11,0,8,2,0,0,2,0,0,0,0,1,0,1,18,0,0,0,0,0,0,0,0,0,0,15,18
143,3,1,237,22,6,6,3,0,7,1,1,1,1,1,0,1,11,0,0,0,0,2,0,0,1,1,1,13,11
144,4,2,26,5,10,5,3,0,4,1,1,0,1,0,1,0,11,0,0,0,0,0,0,0,0,0,1,11,12
145,3,1,0,0,6,0,0,2,2,0,0,1,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,15,13
146,4,1,0,0,6,0,0,3,4,1,1,0,1,0,1,0,12,0,0,0,0,2,0,1,0,0,0,12,12
147,5,1,2150,9,8,2,0,0,2,0,1,0,0,1,0,0,12,0,0,0,0,0,0,0,1,0,1,12,12
148,4,4,196,6,3,2,3,0,3,1,1,0,1,0,0,0,12,0,0,0,0,1,0,0,0,0,0,12,11
149,4,2,0,0,1,1,0,0,3,1,1,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,11,12
150,4,4,72,3,1,5,0,3,3,0,1,1,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,12,13
151,5,1,1,3,7,3,0,2,2,1,0,0,0,1,0,0,15,0,0,0,0,5,1,0,0,0,0,11,15
152,6,2,30,0,1,1,0,0,4,0,1,1,1,1,0,0,12,0,0,0,0,5,0,1,0,0,0,13,12
153,4,1,637,5,10,2,0,0,2,0,0,1,0,1,0,0,13,0,0,0,0,1,0,0,0,0,0,13,13
154,4,2,1221,29,6,1,0,3,5,1,1,1,0,1,0,1,17,0,1,1,0,0,0,0,0,0,0,17,13
155,5,1,99,39,10,7,0,0,4,1,0,1,0,1,1,0,15,1,0,0,0,0,0,0,1,0,0,15,15
156,5,1,288,2,8,2,0,3,4,1,0,1,0,1,1,0,11,0,0,0,0,1,0,1,0,0,0,11,16
157,3,4,505,38,2,0,0,3,2,1,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,11,11
158,5,1,66,15,10,3,2,0,4,0,1,0,1,0,0,1,14,0,0,0,0,0,0,0,1,1,0,14,14
159,4,3,0,0,1,1,0,0,7,1,1,1,1,1,0,1,13,0,1,1,1,0,0,0,1,0,0,15,13
160,1,4,0,0,1,1,0,0,5,1,1,0,1,1,1,0,12,0,0,0,0,2,0,1,0,0,0,12,11
161,1,4,0,0,1,1,0,0,4,0,0,1,1,1,1,0,13,0,0,0,0,0,0,1,0,0,0,13,13
162,1,4,0,0,1,1,5,0,4,0,1,1,1,1,0,0,12,0,0,0,0,0,0,0,1,1,1,13,12
163,4,1,2506,20,8,2,0,3,4,1,1,0,0,1,1,0,11,0,0,0,0,0,0,1,0,0,0,11,16
164,2,4,63,0,6,1,0,5,4,1,1,0,1,1,0,0,11,0,0,0,0,1,0,0,0,0,0,12,12
165,4,2,17,1,10,1,0,5,7,1,0,1,1,1,1,1,13,0,0,0,0,0,0,0,1,0,0,13,13
166,3,1,450,8,6,1,0,0,2,0,0,1,1,0,0,0,13,0,1,0,0,0,0,0,0,0,0,13,13
167,3,1,41,6,4,1,0,0,2,1,0,0,0,1,0,0,11,0,1,0,0,0,0,0,0,0,0,11,11
168,5,1,185,10,8,2,0,3,4,1,1,0,0,1,1,0,11,0,0,0,0,2,0,0,0,0,0,11,16
169,5,1,36,18,7,3,0,0,3,1,0,1,0,1,0,0,11,1,0,0,1,1,0,0,0,0,0,13,11
170,4,2,945,18,10,5,0,0,4,0,1,1,1,0,1,0,12,0,0,0,0,0,0,1,0,0,0,12,13
171,5,1,514,49,10,3,0,5,3,1,0,1,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,11,11
172,4,1,57,2,3,7,0,5,4,1,1,0,1,1,0,0,12,0,0,0,1,1,0,0,0,0,0,11,12
173,6,2,1,0,10,1,0,0,2,1,0,0,0,1,0,0,11,0,1,0,1,0,0,0,0,0,0,15,11
174,2,4,5,1,1,1,0,0,3,1,0,0,0,1,1,0,11,0,0,0,0,0,0,1,0,0,0,15,15
175,4,1,164,7,8,2,0,0,2,1,0,0,0,1,0,0,11,1,0,0,0,1,1,0,0,0,0,11,11
176,5,1,781,45,9,2,0,0,2,1,0,0,0,1,0,0,11,0,0,0,0,1,1,0,0,0,0,11,11
177,1,4,0,0,1,1,0,0,6,1,1,1,1,1,0,1,13,0,1,1,1,0,0,0,1,1,0,15,13
178,6,2,0,0,1,1,0,0,5,1,0,1,1,1,0,0,13,0,1,1,1,9,0,0,0,0,0,15,13
179,5,1,84,1,8,2,1,3,4,1,1,0,0,1,1,0,12,0,0,0,0,0,0,0,0,0,0,11,16
180,4,1,236,13,10,5,0,6,5,1,0,0,1,1,1,0,14,1,0,0,0,0,0,0,0,1,0,16,11
181,3,4,245,56,1,1,0,0,3,1,0,1,0,1,0,0,11,0,1,1,0,0,0,0,0,0,0,15,11
182,2,3,178,3,2,0,0,9,3,0,0,1,1,1,0,0,15,0,0,0,1,1,0,0,0,0,0,15,15
183,1,4,0,0,1,1,0,0,6,1,1,1,1,1,0,0,15,0,0,0,0,0,0,0,1,1,1,15,15
184,1,4,9363,231,1,1,0,13,3,1,0,1,0,1,0,0,15,0,0,0,1,50,0,0,0,0,0,13,11
185,5,1,22402,274,5,6,0,0,2,1,0,0,1,0,0,0,11,0,0,0,0,1,0,0,1,0,0,11,11
186,6,2,15,0,6,1,0,0,4,1,1,0,1,0,1,0,11,0,0,0,0,0,0,1,0,1,0,16,12
187,3,1,0,0,6,0,2,0,4,1,0,0,1,1,1,0,14,0,0,0,0,0,0,0,1,0,0,14,15
188,2,4,912,15,2,0,0,3,7,1,1,1,1,1,1,1,11,0,0,0,0,7,0,0,1,1,0,14,11
189,5,1,333,60,10,6,0,0,2,1,0,0,1,0,0,0,11,0,0,0,0,1,0,0,0,0,0,11,11
190,6,3,3,0,1,1,0,0,3,1,0,1,0,1,0,0,11,0,0,0,1,5,0,0,0,0,0,13,11
191,3,1,256,22,6,6,0,3,4,1,0,1,1,1,0,0,11,0,0,0,0,1,0,0,0,0,0,13,11
192,4,2,905,28,10,5,0,0,4,1,1,0,1,0,0,1,12,1,0,0,0,0,0,0,1,1,0,12,12
193,4,2,753,6,10,5,3,0,4,1,1,0,0,0,1,1,12,0,0,0,0,0,0,0,0,1,0,12,18
194,4,2,391,8,10,5,0,7,5,1,1,0,1,1,1,0,12,0,0,0,0,1,0,1,1,1,0,12,12
